tract,Name,Household_Income_at_Age_35_rH_gM_p25
6095252104,"Benicia, CA",53156
48183010302,"White Oak, TX",53152
48133950100,"Ranger, TX",53144
12086004102,"Venetian Islands, Miami Beach, FL",53136
36059410800,"Valley Stream, NY",53133
48121021728,"Lewisville, TX",53127
48113009402,"Northwest Dallas, Dallas, TX",53118
6037576700,"Bluff Park, Long Beach, CA",53106
6013340002,"Walnut Creek, CA",53090
6067008209,"Folsom, CA",53085
48201254700,"Baytown, TX",53081
36081141700,"Queens County, NY",53077
48451001707,"San Angelo, TX",53047
49035113533,"Salt Lake City, UT",53038
21093000901,"Rineyville, KY",53000
36081157901,"Queens County, NY",52990
48039662900,"Brazoria, TX",52972
6097152600,"Santa Rosa, CA",52969
48245006500,"Port Arthur, TX",52952
34003003402,"Bergenfield, NJ",52951
34039038601,"Scotch Plains, NJ",52950
6067008137,"Skycrest Terrace, Citrus Heights, CA",52934
12011070501,"Hollywood, FL",52930
48377950100,"Marfa, TX",52915
13135050713,"Lawrenceville, GA",52907
6075035300,"Sunset District, San Francisco, CA",52906
36047012902,"Kings County, NY",52894
49057200100,"Ogden, UT",52852
36081144100,"Queens County, NY",52836
32003005313,"Green Valley North, Henderson, NV",52825
25025091100,"Dorchester, Boston, MA",52822
6013359104,"Hercules, CA",52786
18089042402,"Merrillville, IN",52786
6037554512,"Cerritos, CA",52785
48029121903,"Far North Central, San Antonio, TX",52775
12086008206,"Palmetto Bay, FL",52757
37101040302,"Selma, NC",52745
32031002610,"North Valleys, Reno, NV",52737
6073016503,"El Cajon, CA",52732
48121020303,"Argyle, TX",52725
8005084700,"Mission Viejo, Aurora, CO",52723
49035110200,"Canyon Rim, Salt Lake City, UT",52721
34003023200,"Hackensack, NJ",52719
4013420206,"Mesa, AZ",52681
35025000504,"Hobbs, NM",52670
1009050200,"Oneonta, AL",52663
17089850105,"Algonquin, IL",52649
51059430201,"Fairfax, VA",52644
48085031504,"Allen, TX",52629
36059407401,"Uniondale, NY",52622
6001450602,"Pleasanton, CA",52606
48179950500,"Pampa, TX",52582
12086008415,"Miami, FL",52581
8059012045,"Foothill Green, Littleton, CO",52562
55079170500,"South Milwaukee, WI",52549
48475950100,"Ward County, TX",52544
35007950700,"Cimarron, NM",52539
24031700105,"Gaithersburg, MD",52533
12057013316,"Brandon, FL",52521
56001963700,"Laramie, WY",52520
34003059100,"Westwood, NJ",52518
51179010205,"Stafford, VA",52514
6019005912,"Clovis, CA",52509
8005080400,"Dam East/West, Aurora, CO",52500
48039662200,"Angleton, TX",52500
18003003200,"Southwood Park, Fort Wayne, IN",52483
27037060505,"Inver Grove Heights, MN",52481
12086004605,"Key Biscayne, FL",52469
12099001003,"Riviera Beach, FL",52463
48039662600,"West Columbia, TX",52462
48047950100,"Falfurrias, TX",52444
48329010113,"Midland, TX",52439
12055961603,"Lake Placid, FL",52436
6037920322,"Santa Clarita, CA",52426
40143007510,"Broken Arrow, OK",52422
6013345101,"San Ramon, CA",52415
8041007700,"Northeast Colorado Springs, Colorado Springs, CO",52384
12009061100,"Titusville, FL",52379
20061000600,"Camp Forsyth, Fort Riley, KS",52351
12086006711,"Brickell, Miami, FL",52350
8035014108,"Northridge, Highlands Ranch, CO",52335
34039032200,"Hillside, NJ",52335
36081025500,"Queens County, NY",52316
4013422606,"Higley Groves, Gilbert, AZ",52313
48201254600,"Britton Cravens, Baytown, TX",52311
9001090400,"Trumbull, CT",52310
35001003738,"Eisenhower Area, Albuquerque, NM",52289
6013346102,"Alamo, CA",52287
12011060700,"Plantation, FL",52262
18081610401,"Greenwood, IN",52250
36059303000,"New Hyde Park, NY",52249
34039033400,"Union, NJ",52248
17031050300,"North Center, Chicago, IL",52238
8067940300,"Ignacio, CO",52220
15003006702,"Moanalua, Honolulu, HI",52203
34027041802,"Parsippany, Parsippany-Troy Hills, NJ",52201
48201350300,"Southbelt/ Ellington, Houston, TX",52196
12086009010,"Doral, FL",52195
6059099310,"Huntington Beach, CA",52194
4013812200,"Chandler, AZ",52187
48085031631,"Plano, TX",52180
6097150701,"Petaluma, CA",52171
48475950300,"Monahans, TX",52164
48091310801,"Garden Ridge, TX",52161
6037293301,"Harbor City, Los Angeles, CA",52158
6037111204,"Northridge, Los Angeles, CA",52152
34025811401,"Howell, NJ",52149
48357950300,"Perryton, TX",52141
15003010801,"Mokapu, Kailua, HI",52138
48367140601,"Weatherford, TX",52136
6081607600,"Central San Mateo, San Mateo, CA",52128
12011050401,"Oakland Park, FL",52125
6037212102,"Central LA, Los Angeles, CA",52109
53053072407,"Gig Harbor, WA",52084
34023007908,"Parlin, Old Bridge Township, NJ",52083
12009064128,"Fieldstone, Melbourne, FL",52066
48201412200,"South Central Houston, Houston, TX",52064
48201455200,"West Memorial, Katy, TX",52063
34003060000,"Wood-Ridge, NJ",52047
48365950400,"Carthage, TX",52034
36071015200,"New Windsor, NY",52033
24031703302,"Rockville, MD",52033
36059410600,"Valley Stream, NY",52032
12001001100,"Edgewood Hills, Gainesville, FL",52021
49051960100,"Heber City, UT",52005
36059407801,"Westbury, NY",52000
4013619700,"Paradise Valley Village, Phoenix, AZ",51994
12086006801,"Northeast Coconut Grove, Miami, FL",51985
51059421002,"Springfield, VA",51981
6085502301,"Central San Jose, San Jose, CA",51979
48493000500,"Stockdale, TX",51965
48201555502,"Tomball, TX",51954
48201420400,"Southwest Houston, Houston, TX",51902
20177002702,"Southwest Topeka, Topeka, KS",51894
53033021802,"Bothell, WA",51893
6037113322,"Chatsworth, Los Angeles, CA",51892
25017368600,"South Side, Waltham, MA",51890
17031161000,"Old Irving Park, Chicago, IL",51880
12086000113,"Aventura, FL",51864
13151070104,"Stockbridge, GA",51862
34013016000,"Glen Ridge, NJ",51840
48201340202,"Clear Lake, Houston, TX",51828
15003005800,"Kalihi - Palama, Honolulu, HI",51787
6037430301,"Monrovia, CA",51780
6075025800,"Portola, San Francisco, CA",51771
32027960100,"Lovelock, NV",51761
48201412900,"Southwest Houston, Houston, TX",51753
32031003507,"Sparks, NV",51733
6037573601,"South of Conant, Long Beach, CA",51691
48201552900,"Houston, TX",51681
17099964300,"Streator, IL",51666
6077004104,"Lodi, CA",51659
34029731102,"Bayville, Berkeley Township, NJ",51655
17111870401,"Wonder Lake, IL",51653
12117021616,"Wekiva Springs, FL",51653
49049000203,"American Fork, UT",51652
36111953400,"New Paltz, NY",51645
4003001703,"Sierra Vista, AZ",51638
36047005100,"Kings County, NY",51604
12086007805,"Kendall, FL",51596
8041003705,"Briargate, Colorado Springs, CO",51593
17043841112,"Bloomingdale, IL",51585
22051025103,"Gretna, LA",51551
8059012047,"Kipling Hills, Littleton, CO",51548
12103025013,"Seminole, FL",51543
12001001701,"Gainesville, FL",51540
51153900201,"Woodbridge, VA",51535
6001404900,"Glenview, Oakland, CA",51528
6073021202,"Alpine, CA",51502
55079019600,"Highwood Estates, Milwaukee, WI",51495
53007960400,"Manson, WA",51487
12057011522,"Calusa, Lutz, FL",51479
34023007402,"South Amboy, NJ",51478
48201241102,"Birnam Wood, Spring, TX",51473
13245010906,"Goshen, Augusta, GA",51464
24031700813,"Gaithersburg, MD",51460
6095252802,"Travis Air Force Base, Fairfield, CA",51458
6073021303,"Spring Valley, CA",51428
6095252909,"Vacaville, CA",51427
48381021000,"Amarillo, TX",51424
48003950200,"Andrews, TX",51420
6085508001,"Cupertino, CA",51419
17031808400,"Morton Grove, IL",51399
27163071207,"Cottage Grove, MN",51397
8005006604,"Littleton, CO",51395
35015000800,"Loving, NM",51386
17043840202,"Addison, IL",51384
48423001801,"Tyler, TX",51379
6081600900,"Westlake, Daly City, CA",51364
51153900407,"Woodbridge, VA",51341
4013422404,"Settler's Point, Gilbert, AZ",51338
6037920044,"Santa Clarita, CA",51337
53073010501,"Ferndale, WA",51333
48497150500,"Bridgeport, TX",51298
17097865501,"Highland Park, IL",51298
6093001000,"Mount Shasta, CA",51297
49035103500,"Central City, Salt Lake City, UT",51293
6081602600,"Westborough, South San Francisco, CA",51292
6071002022,"Etiwanda, Rancho Cucamonga, CA",51278
22051027805,"Harvey, LA",51270
12086007902,"Miami, FL",51263
6037577300,"Belmont Shore, Long Beach, CA",51261
48113017304,"Creek Crossing Estates, Mesquite, TX",51257
48201252700,"Crosby, TX",51239
34023003201,"Woodbridge Township, NJ",51239
48329001300,"Western Hills, Midland, TX",51225
26149040600,"Sturgis, MI",51224
27105105600,"Worthington, MN",51224
48201554502,"Longwood Village, Cypress, TX",51223
48439110901,"Benbrook, TX",51218
34023000401,"Piscataway Township, NJ",51207
6073017031,"Rancho Bernardo, San Diego, CA",51198
55079021300,"Wilson Park, Milwaukee, WI",51198
48099010101,"Gatesville, TX",51197
6073013605,"La Mesa, CA",51190
31001965800,"Hastings, NE",51181
39051040300,"Swanton, OH",51176
8005083600,"Aurora, CO",51167
48201342001,"Baywood Shadows, Pasadena, TX",51166
2090001500,"North Pole, AK",51160
6081602000,"Paradise Valley, South San Francisco, CA",51151
4013422217,"Mesa, AZ",51147
17031823703,"Bridgeview, IL",51142
12095016510,"Orlando, FL",51124
6081601400,"St. Francis, Daly City, CA",51108
36103122300,"Farmingdale, NY",51106
36059519100,"Hicksville, Hicksville, NY",51098
6059001704,"Fullerton, CA",51087
33015100302,"Salem, NH",51081
32003005806,"The Section Seven, Las Vegas, NV",51074
12011070306,"Davie, FL",51073
12086000119,"Aventura, FL",51067
20091050600,"Mcconnell Heights, Overland Park, KS",51066
6111008101,"Simi Valley, CA",51064
48113013605,"Far North Dallas, Dallas, TX",51061
1031011201,"Enterprise, AL",51054
32019960201,"Silver Springs, NV",51036
6065042013,"Orangecrest, Riverside, CA",51027
24031700720,"Gaithersburg, MD",51023
51013100700,"Arlington, VA",51004
34035051400,"Manville, NJ",50993
36081103900,"Queens County, NY",50991
19163011500,"Davenport, IA",50985
36047107800,"Kings County, NY",50982
36071010102,"Newburgh, NY",50979
48201253500,"Lantern Park, Baytown, TX",50977
48135002501,"Odessa, TX",50970
25017368700,"South Side, Waltham, MA",50966
17043846702,"Addison, IL",50966
36005024400,"Bronx County, NY",50950
24031701507,"Silver Spring, MD",50943
53053072308,"University Place, WA",50940
6113010312,"West Sacramento, CA",50932
48485011700,"Wichita Falls, TX",50919
17111871104,"Huntley, IL",50898
8041003707,"Northwest Colorado Springs, Colorado Springs, CO",50895
34001010101,"Brigantine, NJ",50889
48329000305,"Midland, TX",50880
48135002400,"Odessa, TX",50873
55131440104,"Hartford, WI",50863
12086002703,"Edgewater, Miami, FL",50861
36047013400,"Kings County, NY",50849
6073017040,"Poway, CA",50844
36059408200,"East Meadow, NY",50841
51059415401,"Alexandria, VA",50826
12086008101,"Pinecrest, FL",50826
12071001202,"Heritage Palms, Fort Myers, FL",50801
51153901228,"Dale City, VA",50798
48213950400,"Athens, TX",50777
48423001901,"Tyler, TX",50776
36087011901,"Suffern, NY",50772
12099007740,"Boca Raton, FL",50766
36081065600,"Queens County, NY",50744
6073008701,"Linda Vista, San Diego, CA",50743
6085506101,"Santa Clara, CA",50740
36047060000,"Kings County, NY",50737
48213950901,"Eustace, TX",50721
6037401603,"Bonita, La Verne, CA",50719
6037920104,"Castaic, CA",50714
6081603801,"San Bruno, CA",50713
6059021827,"Yorba Linda, CA",50711
51059431300,"Springfield, VA",50706
24027606704,"Owen Brown, Columbia, MD",50701
32510000100,"Carson City, NV",50700
17043841109,"Bloomingdale, IL",50697
12099000202,"Eastview Manor, Jupiter, FL",50694
6037800203,"Calabasas, CA",50689
48479001714,"Lakeside, Laredo, TX",50681
6037500300,"Whittier, CA",50675
4013319908,"South Tempe, Tempe, AZ",50671
56025000300,"Casper, WY",50671
6055201006,"American Canyon, CA",50667
48233950900,"Borger, TX",50657
6001405700,"Tuxedo, Oakland, CA",50626
34013013700,"Nutley, NJ",50619
12086008102,"Pinecrest, FL",50617
48201553600,"Terranova, Spring, TX",50613
35017964800,"Silver City, NM",50587
36059414502,"Freeport, NY",50582
48201451601,"George Bush Park/Eldridge, Houston, TX",50577
6059075603,"Tustin, CA",50576
48049951100,"Brownwood, TX",50566
48381021500,"Amarillo, TX",50552
48201254300,"Baytown, TX",50507
34039034200,"Roselle, NJ",50502
12011092000,"Hollywood Lakes, Hollywood, FL",50496
6059052526,"El Camino Real, Irvine, CA",50487
6081603300,"Linda Mar, Pacifica, CA",50480
31153010614,"La Vista, NE",50477
48201253700,"Baytown, TX",50475
6059032032,"Mission Viejo, CA",50471
48467950200,"Grand Saline, TX",50471
24031700834,"Germantown, MD",50458
48389950100,"Pecos, TX",50447
48141010504,"Tornillo, TX",50443
36059412800,"South Hempstead, NY",50427
36059300800,"Great Neck, NY",50420
48471790102,"Huntsville, TX",50415
6037135102,"West Hills, Los Angeles, CA",50407
53061042001,"Mukilteo, WA",50406
6097151308,"Rohnert Park, CA",50401
17031823002,"Chicago Ridge, IL",50399
48201253200,"Baytown, TX",50385
34031124401,"Clifton, NJ",50368
6073009703,"Allied Gardens, San Diego, CA",50349
12091020900,"Niceville, FL",50344
4005001301,"Flagstaff, AZ",50324
32003002844,"Silverado Ranch, Las Vegas, NV",50317
36059303500,"Mineola, NY",50310
34013013900,"Nutley, NJ",50300
17063000300,"Morris, IL",50285
39173020601,"Perrysburg, OH",50282
6085509000,"Snail, Sunnyvale, CA",50270
6067008124,"Oak Creek, Citrus Heights, CA",50239
12086000134,"Aventura, FL",50236
16045960300,"Emmett, ID",50234
40031001500,"Lawton, OK",50230
35005001200,"Roswell, NM",50229
24031700104,"Montgomery Village, MD",50203
25021420301,"Randolph, MA",50202
24017850711,"Lancaster, Saint Charles, MD",50201
32031002901,"Sparks, NV",50195
32003003639,"North Las Vegas, NV",50193
25027732201,"Lake Park, Worcester, MA",50190
36087012501,"Airmont, NY",50183
6079011704,"Pismo Beach, CA",50159
4013614100,"Sierra Verde at Arrowhead Ranch, Glendale, AZ",50147
6081601502,"Daly City, CA",50144
51107611204,"Sterling, VA",50135
36081013200,"Queens County, NY",50124
48453001782,"Austin, TX",50120
6081601000,"Westlake, Daly City, CA",50106
36081157903,"Bellerose Manor, Floral Park, NY",50103
36081155102,"Queens County, NY",50092
48245001302,"Beaumont, TX",50082
4013217900,"Old Town Scottsdale, Scottsdale, AZ",50082
6059021920,"Anaheim, CA",50074
36005029500,"Bronx County, NY",50072
34027046300,"Randolph, NJ",50071
36085023900,"Richmond County, NY",50067
6037301203,"Verdugo Viejo, Glendale, CA",50064
6037115201,"Northridge, Los Angeles, CA",50049
48183001500,"Longview, TX",50047
6065041810,"Corona, CA",50013
9001021801,"Stamford, CT",49994
48135001900,"Odessa, TX",49991
11001005301,"Northwest Washington, Washington, DC",49989
6037702901,"Marina del Rey, CA",49986
55139002800,"Menasha, WI",49983
17031804607,"Elk Grove Village, IL",49973
6037602302,"HollyGlen, Hawthorne, CA",49971
36119000203,"Ludlow, Yonkers, NY",49965
24033803606,"Lanham, MD",49958
34029717200,"Jackson, NJ",49954
48245010800,"Port Neches, TX",49953
6037300901,"Chevy Chase, Glendale, CA",49944
34003031200,"Lyndhurst, NJ",49944
16019970403,"Idaho Falls, ID",49939
42079217800,"Hazleton, PA",49934
6013322000,"Pleasant Hill, CA",49930
17043843601,"Lombard, IL",49910
6037139301,"Tarzana, Los Angeles, CA",49906
53061041601,"Everett, WA",49897
12019030904,"Orange Park, FL",49895
34003042302,"Paramus, NJ",49887
17031807200,"Skokie, IL",49876
6083000502,"East San Roque, Santa Barbara, CA",49874
25017350200,"Winter Hill, Somerville, MA",49873
12086008416,"Miami, FL",49866
48113019203,"Richardson, TX",49859
36081147900,"Queens County, NY",49845
48165950300,"Seminole, TX",49843
6067008006,"Fair Oaks, CA",49829
49035112604,"Sandy, UT",49815
6013355108,"Antioch, CA",49796
48439114205,"Azle, TX",49795
8041000102,"East Colorado Springs, Colorado Springs, CO",49795
51059450702,"Annandale, VA",49789
34003011400,"Elmwood Park, NJ",49787
12086011007,"Homestead, FL",49786
51059422301,"Alexandria, VA",49784
48039664200,"Freeport, TX",49778
6083000400,"Upper East, Santa Barbara, CA",49774
8041006902,"Briargate, Colorado Springs, CO",49765
48051970200,"Caldwell, TX",49763
48491020320,"Block House Creek, Leander, TX",49762
34023009000,"Avenel, Woodbridge Township, NJ",49757
8123002502,"Keenesburg, CO",49742
12117021306,"Winter Springs, FL",49737
6111006900,"Thousand Oaks, CA",49733
41005022708,"Ladd Hill, Wilsonville, OR",49719
12087972000,"Key West, FL",49718
6059032048,"Mission Viejo, CA",49716
18023950600,"Frankfort, IN",49711
39093023500,"Lorain, OH",49691
53073000804,"Bellingham, WA",49674
6037269907,"Palms, Los Angeles, CA",49671
24031700723,"Gaithersburg, MD",49657
34003013002,"Edgewater, NJ",49651
48329000401,"Bel-Air, Midland, TX",49650
15003010306,"Kaneohe, HI",49650
25009205700,"Lynn, MA",49640
6073017015,"Rancho Bernardo, San Diego, CA",49631
48135001800,"Odessa, TX",49626
48291701400,"Ames, TX",49614
17043846004,"Lisle, IL",49612
8059009808,"Golden, CO",49609
6083002606,"Vandenberg Air Force Base, CA",49602
40027201904,"South Oklahoma City, Oklahoma City, OK",49592
34003010100,"Dumont, NJ",49590
6013303205,"Campanello, Brentwood, CA",49589
49057210510,"Roy, UT",49582
8005006708,"Centennial, CO",49576
40055967200,"Mangum, OK",49564
4013422643,"Santa Rita Ranch, Mesa, AZ",49563
36119005702,"New Rochelle, NY",49562
48201253100,"Baytown, TX",49559
4005000100,"Flagstaff, AZ",49517
48041001100,"Bryan, TX",49516
6013303201,"Antioch, CA",49510
36059517000,"Glen Cove, NY",49507
48201421800,"Southwest Houston, Houston, TX",49493
48141010214,"High Ridge, El Paso, TX",49490
48113016513,"Duncanville, TX",49478
27123034602,"Saint Paul, MN",49460
12099000209,"Palm Beach Gardens, FL",49449
51153901221,"Woodbridge, VA",49444
42089301301,"Kunkletown, PA",49420
6073013416,"Chula Vista, CA",49418
48245005600,"Port Arthur, TX",49417
6073019809,"Ocean Hills, Oceanside, CA",49409
53067012330,"Lacey, WA",49406
56025000502,"Casper, WY",49390
48135002700,"Odessa, TX",49386
8041003305,"Colorado Springs, CO",49385
6085503116,"South San Jose, San Jose, CA",49379
17007010601,"Capron, IL",49376
48029121813,"Uptown, San Antonio, TX",49373
48439113619,"Euless, TX",49346
24033806501,"Riverdale, Riverdale Park, MD",49345
40031000502,"Lawton, OK",49336
6037311700,"Burbank, CA",49325
48491020328,"Cedar Park, TX",49325
48085031652,"Wellington At Preston Meadows, Plano, TX",49299
12086006102,"Coral Gables Section, Coral Gables, FL",49295
6017030809,"Cameron Park, CA",49287
17161020900,"East Moline, IL",49277
48039664501,"Freeport, TX",49276
35045000201,"Farmington, NM",49273
6001441924,"Cherry - Guardino, Fremont, CA",49272
36103146604,"Ronkonkoma, NY",49244
34013019200,"South Orange, NJ",49243
48321730400,"Bay City, TX",49239
22005030206,"Gonzales, LA",49238
24033805802,"Hyattsville, MD",49231
48439113214,"North Richland Hills, TX",49227
36071013600,"West Point, NY",49225
8035013901,"Parker, CO",49221
6059032039,"Mission Viejo, CA",49221
8031011903,"Bear Valley, Denver, CO",49210
