tract,Name,Household_Income_at_Age_35_rNA_gM_p25
36047008500,"Kings County, NY",
8041004008,"Peterson Air Force Base, Colorado Springs, CO",
22061960200,"Simsboro, LA",
26163590500,"Romulus, MI",
24003740603,"Fort Meade, MD",
53061053400,"Arlington, WA",
21111005100,"Old Louisville, Louisville, KY",
39049000330,"North Linden, Columbus, OH",
8041002900,"Southeast Colorado Springs, Colorado Springs, CO",
6065041810,"Corona, CA",
26161444000,"Dexter, MI",
8031015500,"East, Denver, CO",
51163930300,"Lexington, VA",
47157001200,"The Heights, Memphis, TN",
17031010600,"Rogers Park, Chicago, IL",
8041006600,"Pleasant Valley, Colorado Springs, CO",
13089021704,"Decatur, GA",
6073019502,"Vista, CA",
20173010111,"Bel Aire, KS",
55079000102,"Land Bank, Milwaukee, WI",
37021000500,"Grove Park- Sunset, Asheville, NC",
50003970600,"Woodford, VT",
28121020101,"Brandon, MS",
42077005702,"Fullerton, PA",
37183053723,"Comstock Landing, Raleigh, NC",
55031030200,"Superior, WI",
26125122900,"Ortonville, Brandon Township, MI",
6085506703,"San Tomas, Campbell, CA",
27137003600,"Duluth, MN",
21067002500,"Picadome, Lexington, KY",
16031950500,"Burley, ID",
6061021040,"Sun City, Roseville, CA",
48497150602,"Rhome, TX",
39049008360,"Hilltop, Columbus, OH",
12011020314,"Coral Springs, FL",
48061014200,"Port Isabel, TX",
27053002700,"Willard-Hay, Minneapolis, MN",
26161412100,"Ypsilanti, MI",
17031817102,"Bellwood, IL",
6037403000,"Westmont, Pomona, CA",
51157020602,,
8059010000,"Kinney Runn, Golden, CO",
1101005609,"Montgomery, AL",
17157950700,"Sparta, IL",
35001002401,"West Mesa, Albuquerque, NM",
51730810900,"Petersburg, VA",
39049000410,"Clintonville, Columbus, OH",
72031050242,"Sabana Abajo, Carolina, PR",
39049007113,"Parkview, Columbus, OH",
51017920100,"Millboro, VA",
25009223200,"Ipswich, Ipswich, MA",
48201451100,"Briarforest, Houston, TX",
37125950301,"Seven Lakes, NC",
72127002200,"San Juan, PR",
18001030600,"Berne, IN",
37079950101,"Farmville, NC",
39061009400,"East Price Hill, Cincinnati, OH",
17031828506,"Lynwood, IL",
28161950100,"Water Valley, MS",
42017100307,"Croydon, PA",
6071003506,"Rialto, CA",
6059001602,"Fullerton, CA",
39035175104,"North Royalton, OH",
45035010813,"Summerville, SC",
21151011400,"Paint Lick, KY",
51800075702,"Suffolk, VA",
48029181815,"Northwest Side, San Antonio, TX",
4013816900,"Langley Gateway Estates, Queen Creek, AZ",
51153901305,"Nokesville, VA",
48347951000,"Nacogdoches, TX",
53061041810,"Everett, WA",
48061011903,"Santa Maria, TX",
45019003600,"North Charleston, SC",
39089758300,"Buckeye Lake, OH",
48439113301,"Richland Hills, TX",
36103111704,"East Northport, NY",
12057006501,"South Tampa, Tampa, FL",
6073016000,"El Cajon, CA",
23029955400,"Woodland, Baileyville, ME",
36029006901,"Front Park, Buffalo, NY",
55101000800,"Mount Pleasant, WI",
26049001100,"Flint, MI",
72135510702,"Toa Alta, PR",
23029955800,"Lubec, ME",
54081001001,"Beckley, WV",
4013116715,"Ahwatukee Foothills Village, Phoenix, AZ",
34009020205,"Ocean City, NJ",
12001001517,"Gainesville, FL",
44007011100,"Central Falls, RI",
36005006400,"Bronx County, NY",
31109001800,"Downtown, Lincoln, NE",
34019011700,"Ringoes, East Amwell Township, NJ",
41033360100,"Wolf Creek, OR",
6037574000,"Plaza, Long Beach, CA",
36065025100,"New Hartford, NY",
6065044402,"Anza, CA",
5143010106,"Fayetteville, AR",
37067004010,"Winston-Salem, NC",
34023006605,"East Brunswick, NJ",
6059074805,"Santa Ana, CA",
54003971101,"Williamsport, WV",
41071030301,"Dayton, OR",
1039962500,"Opp, AL",
35009000304,"Clovis, NM",
17031510300,"Jeffrey Manor, Chicago, IL",
30063001303,"South 39th Street, Missoula, MT",
17031804108,"Schaumburg, IL",
5119003306,"North Little Rock, AR",
24017851002,"La Plata, MD",
72031050822,"Carolina, PR",
48113007903,"Northeast Dallas, Dallas, TX",
51550021401,"Deep Creek North, Chesapeake, VA",
24033800208,"Laurel, MD",
41051007300,"Northeast Portland, Portland, OR",
36045061800,"Adams Center, NY",
51810043400,"Northeast Virginia Beach, Virginia Beach, VA",
22097960900,"Eunice, LA",
36023970500,"Cortland, NY",
55025002500,"Madison, WI",
6059099242,"Huntington Beach, CA",
6099000601,"Modesto, CA",
12103025407,"Largo, FL",
42091210600,"Plymouth Meeting, PA",
35001002300,"Vecinos Del Bosque, Albuquerque, NM",
24005430800,"Halethorpe, MD",
41067031907,"Bull Mountain, Tigard, OR",
53033024000,"Northwest Bellevue, Bellevue, WA",
47157020622,"Elmore Park, Bartlett, TN",
29097011000,"Joplin, MO",
72127000900,"San Juan, PR",
20091050500,"Arrowhead Trails, Mission, KS",
4019004422,"Westside Development, Tucson, AZ",
17201001400,"Rockford, IL",
12081002015,"Bradenton, FL",
53033025806,"Renton, WA",
48113018600,"Garland, TX",
39021010600,"Urbana, OH",
1075030100,"Vernon, AL",
2122000800,"Anchor Point, AK",
13089023507,"Decatur, GA",
72061041100,"Guaynabo, PR",
6037186201,"Northeast Los Angeles, Los Angeles, CA",
28107950400,"Batesville, MS",
25027748100,"Millville, MA",
25017333100,"Woburn, MA",
48481740400,"Wharton, TX",
26099230000,"Sterling Heights, MI",
6083000804,"Eastside, Santa Barbara, CA",
8069001109,"Fort Collins, CO",
40143007637,"Southern Woods Estate, Tulsa, OK",
5033020600,"Alma, AR",
42001030600,"Gettysburg, PA",
8005005629,"Centennial, CO",
12099000507,"North Palm Beach, FL",
39153533200,"Hudson, OH",
36047041000,"Kings County, NY",
53011040102,"Yacolt, WA",
25021411200,"East Walpole, Walpole, MA",
48303001904,"Lubbock, TX",
55075961400,"Marinette, WI",
13063040611,"Jonesboro, GA",
31055005500,"Central Omaha, Omaha, NE",
25017353101,"Cambridgeport, Cambridge, MA",
1089000201,"Huntsville, AL",
36081015801,"Queens County, NY",
48239950100,"Ganado, TX",
53033009701,"Southwest, Seattle, WA",
45063020801,"Swansea, SC",
36081085300,"Queens County, NY",
6037208401,"Central LA, Los Angeles, CA",
48427950500,"Rio Grande City, TX",
28155950300,"Eupora, MS",
17031815100,"Berwyn, IL",
6073008307,"University City, San Diego, CA",
39139002700,"Shelby, OH",
9009140600,"The Hill, New Haven, CT",
51121020100,"University, Blacksburg, VA",
21019031300,"Catlettsburg, KY",
48113005100,"Oak Cliff, Dallas, TX",
6111007800,"Simi Valley, CA",
53007960200,"Leavenworth, WA",
42011012800,"Laureldale, PA",
1055000900,"Gadsden, AL",
55117000900,"Sheboygan, WI",
21111012502,"Pleasure Ridge Park, Louisville, KY",
42133022100,"Hanover, PA",
5119003001,"North Little Rock, AR",
39113060100,"Dayton, OH",
42003489001,"Pleasant Hills, PA",
48027021800,"Belton, TX",
42091207103,"Telford, PA",
37045951400,"Lattimore, NC",
6037401203,"Charter Oak, Glendora, CA",
25025040200,"Charlestown, Boston, MA",
41007950100,"Astoria, OR",
13293010201,"Thomaston, GA",
6001403702,"Adams Point, Oakland, CA",
36005036100,"Bronx County, NY",
12031014336,"Arlington, Jacksonville, FL",
6113010602,"Davis, CA",
6073020207,"Midway, Escondido, CA",
22077952100,"Oscar, LA",
6085503110,"Santee, San Jose, CA",
48439113207,"North Richland Hills, TX",
6071005800,"Carousel, San Bernardino, CA",
72107954902,"Orocovis, PR",
4027011700,"Yuma, AZ",
13021010300,"Macon, GA",
25021417901,"Quincy, MA",
13035150200,"Jackson, GA",
18177010300,"Williamsburg, IN",
42075000401,"Lebanon, PA",
28117950400,"Booneville, MS",
17031822802,"Oak Lawn, IL",
49057210900,"Ogden, UT",
48113014901,"Irving, TX",
24023000600,"Oakland, MD",
21021930600,"Danville, KY",
51740980100,"Portsmouth, VA",
21179930301,"Bardstown, KY",
6037463101,"Pasadena, CA",
13135050306,"Gwinnett Village, Doraville, GA",
29165030306,"Parkville, MO",
12057013204,"East County Civic Group, Valrico, FL",
6037930101,"Los Angeles County, CA",
13257970200,"Toccoa, GA",
34001011600,"Estell Manor, NJ",
12117020811,"Lake Mary, FL",
6073020022,"San Marcos, CA",
22033003506,"Park Forest/LA North, Baton Rouge, LA",
72021030901,"Bayamón, PR",
25027728400,"Holden, MA",
18097360800,"Warren, Indianapolis, IN",
12085001200,"Stuart, FL",
51810046015,"Virginia Beach, VA",
6071010415,"Twentynine Palms, CA",
12099006008,"Golf, FL",
47187050503,"Fairview, TN",
24003706600,"Annapolis, MD",
1089002921,"Huntsville, AL",
40051000400,"Chickasha, OK",
72091570202,"Manatí, PR",
13049010200,"Saint George, GA",
37117970300,"Williamston, NC",
40017301409,"Southwest Oklahoma City, Mustang, OK",
1119011500,"York, AL",
34025801100,"Middletown, NJ",
26163522100,"Core City, Detroit, MI",
29187950901,"Farmington, MO",
17043842711,"Wheaton, IL",
51041100935,"Midlothian, VA",
53061052906,"Marysville, WA",
18097340112,"Wayne, Indianapolis, IN",
48453001845,"North Austin, Austin, TX",
27079950600,"Cleveland, MN",
21029020101,"Mount Washington, KY",
51059421800,"Alexandria, VA",
36073040300,"Medina, NY",
34037371100,"Wantage, NJ",
48113002200,"Old East Dallas, Dallas, TX",
36019102000,"Keeseville, NY",
12103025414,"Clearwater, FL",
6037239502,"South Los Angeles, Los Angeles, CA",
47125100500,"Clarksville, TN",
17043841703,"Carol Stream, IL",
6037406902,"Bassett, West Puente Valley, CA",
42007605100,"Fombell, PA",
12099007832,"Royal Palm Beach, FL",
17053962000,"Gibson City, IL",
72127005300,"San Juan, PR",
28011950300,"Mound Bayou, MS",
18039000502,"Goshen, IN",
53053063100,"South End, Tacoma, WA",
6073009510,"San Diego, CA",
20091053711,"New Century, KS",
36105952500,"Glen Spey, NY",
48381020800,"Amarillo, TX",
36005031600,"Bronx County, NY",
4013217502,"South Scottsdale, Scottsdale, AZ",
6007003100,"Oroville, CA",
49035113903,"Magna, UT",
53061052804,"Marysville, WA",
72033020427,"Cataño, PR",
28067950402,"Laurel, MS",
8029965200,"Cedaredge, CO",
26163514500,"Detroit, MI",
42041012701,"Carlisle, PA",
32003003307,"Las Vegas, NV",
55025013200,"Dane County, WI",
35013000600,"Las Cruces, NM",
36067014400,"Syracuse, NY",
13089022401,"Atlanta, GA",
48201334003,"Southbelt/ Ellington, Houston, TX",
17019005600,"Urbana, IL",
39151711121,"Uniontown, OH",
45019003105,"North Charleston, SC",
21099970100,"Magnolia, KY",
1113030600,"Phenix City, AL",
6073013504,"Spring Valley, CA",
2122001100,"Fritz Creek, AK",
6111001800,"Ventura, CA",
12069031000,"Tavares, FL",
24033804700,"Mount Rainier, MD",
6021010502,"Princeton, CA",
22053000500,"Jennings, LA",
36047062800,"Kings County, NY",
48201550603,"Camden Park, Houston, TX",
5105952900,"Casa, AR",
39007001302,"Andover, OH",
9003503900,"Hartford, CT",
39085205702,"Madison, OH",
36117020700,"Palmyra, NY",
5093010600,"Blytheville, AR",
48113010602,"West Dallas, Dallas, TX",
24003702205,"Crofton, MD",
28047003208,"Gulfport, MS",
12099002005,"Palm Beach Lakes, West Palm Beach, FL",
19163012502,"Davenport, IA",
49003960601,"Brigham City, UT",
15003001903,"Waikīkī, Honolulu, HI",
6095252313,"Fairfield, CA",
12103027000,"Dunedin, FL",
6013369002,"San Pablo, CA",
20125951200,"Coffeyville, KS",
48167724400,"Galveston, TX",
21053970201,"Albany, KY",
39005970200,"Nova, OH",
51710001700,"Talbot Park, Norfolk, VA",
39113070102,"Dayton, OH",
12015030302,"Englewood South, Englewood, FL",
55039041300,"North Fond du Lac, WI",
13135050436,"Lawrenceville, GA",
12086012300,"Hialeah, FL",
15007040800,"Hanapepe, HI",
32003002940,"Las Vegas, NV",
28121021001,"Florence, MS",
29077002300,"Springfield, MO",
6019005406,"Fresno, CA",
44007002600,"Smith Hill, Providence, RI",
31055007467,"South Central Omaha, Omaha, NE",
45063021404,"Lexington County, SC",
48439111537,"Grand Prairie, TX",
36103124601,"Babylon, NY",
13067030101,"Acworth, GA",
26007000400,"Alpena, MI",
51107611601,"Sterling, VA",
6099002005,"Modesto, CA",
24005420402,"Dundalk, MD",
34029731203,"Holiday City-Berkeley, Toms River, NJ",
36077591100,"Oneonta, NY",
17111871105,"Crystal Lake, IL",
9003416200,"New Britain, CT",
48113011300,"Dallas, TX",
51710000600,"Ocean Air, Norfolk, VA",
10003012500,"Wilmington, DE",
51059491101,"Centreville, VA",
6059042329,"Laguna Niguel, CA",
40055967100,"Granite, OK",
6037432500,"El Monte City, El Monte, CA",
39095008902,"Waterville, OH",
6075026100,"Balboa Park, San Francisco, CA",
25013810300,"Three Rivers, Palmer, MA",
4013092718,"Cortina HOA, Glendale, AZ",
34023008405,"Kendall Park, South Brunswick Township, NJ",
29091090500,"West Plains, MO",
48309003400,"Elm Mott, TX",
20021958600,"Baxter Springs, KS",
26163558900,"Livonia, MI",
48233950800,"Borger, TX",
20209043905,"Coronado, Kansas City, KS",
53067010600,"Olympia, WA",
17089853600,"Aurora, IL",
6017030810,"Cameron Park, CA",
47177930800,"McMinnville, TN",
24510240300,"Riverside, Baltimore, MD",
51059480502,"Herndon, VA",
12086003703,"Downtown Miami, Miami, FL",
4013940700,"Ajo, AZ",
24041960600,"Royal Oak, MD",
17031805600,"Park Ridge, IL",
12086004102,"Venetian Islands, Miami Beach, FL",
34023001001,"South Plainfield, NJ",
45043920302,"Georgetown, SC",
34017016100,"Union City, NJ",
51093280101,"Smithfield, VA",
40027201607,"Country Place, Oklahoma City, OK",
17197883307,"Elwood, IL",
34025803000,"Matawan, NJ",
32003005822,"Summerlin West, Las Vegas, NV",
6065046900,"Riverside County, CA",
5145071100,"Higginson, AR",
53011041329,"Bennington, Vancouver, WA",
4019004632,"Linda Vista Estates, Tucson, AZ",
36099950600,"Waterloo, NY",
48029191506,"North Central, San Antonio, TX",
18035001300,"Muncie, IN",
25017312100,"South Lowell, Lowell, MA",
53061052402,"Snohomish, WA",
12011060302,"Lauderhill, FL",
37181960800,"Henderson, NC",
29095014204,"Lee's Summit, MO",
6053000502,"Salinas, CA",
44007010502,"Riverside, East Providence, RI",
34017012600,"Kearny, NJ",
36081015700,"Queens County, NY",
47149040805,"La Vergne, TN",
12091022100,"Fort Walton Beach, FL",
26145000100,"Saginaw, MI",
19187000400,"Fort Dodge, IA",
16069960800,"Lewiston, ID",
12103024801,"Saint Petersburg, FL",
55111000500,"Merrimac, WI",
4017964900,"Navajo County, AZ",
6085504323,"Berryessa, San Jose, CA",
13097080508,"Douglasville, GA",
37039930100,"Andrews, NC",
53053073118,"Graham, WA",
36047032100,"Kings County, NY",
48349970200,"Corsicana, TX",
6037191710,"Central LA, Los Angeles, CA",
6085508403,"Sunnyvale West, Sunnyvale, CA",
24005408304,"Cockeysville, MD",
6037134103,"Canoga Park, Los Angeles, CA",
47157022023,"Whitehaven, Memphis, TN",
50007002701,"Essex Junction, Essex, VT",
21067003600,"Stonewall Community, Lexington, KY",
48113016607,"Dallas, TX",
29185480300,"Osceola, MO",
17199020202,"Carbondale, IL",
48259970402,"Boerne, TX",
42017100306,"Bristol, PA",
26035000300,"Lake, MI",
28105950700,"Starkville, MS",
42003564400,"North Versailles, PA",
12117020903,"Sanford, FL",
36059518800,"Syosset, NY",
36047054200,"Kings County, NY",
6073017053,"Poway, CA",
18127050203,"Chesterton, IN",
12099001302,"West Palm Beach, FL",
48423000201,"Tyler, TX",
27129790500,"Olivia, MN",
37069060100,"Louisburg, NC",
40109108512,"Edmond, OK",
42009960400,"Loysburg, PA",
36047102400,"Kings County, NY",
6037554406,"Bellflower, CA",
36061001401,"Lower East Side, New York, NY",
51510201204,"Del Ray, Alexandria, VA",
6037481102,"San Gabriel, CA",
21111012202,"Auburndale, Louisville, KY",
36087012000,"Suffern, NY",
42013101700,"Altoona, PA",
11001008001,"Northeast Washington, Washington, DC",
47037014400,"Watkins Park, Nashville, TN",
22017020700,"Allendale, Lakeside, Shreveport, LA",
13063040303,"Forest Park, GA",
39153503100,"Middlebury, Akron, OH",
36091061500,"Galway, NY",
42003414101,"Gibsonia, PA",
47139950202,"Benton, TN",
6031001500,"Corcoran, CA",
12019031101,"Middleburg, FL",
6105000400,"Mad River, CA",
26139021100,"Spring Lake, MI",
36103158803,"Holtsville, NY",
40143008001,"Tulsa, OK",
42091200306,"Hatboro, PA",
42007602601,"Beaver, PA",
6013333200,"Concord, CA",
17147954700,"Bement, IL",
17031804710,"Schaumburg, IL",
29189213202,"Maryland Heights, MO",
12103025307,"Friends Of Ridgecrest, Largo, FL",
12103027310,"Palm Harbor, FL",
45085000901,"Sumter, SC",
55025011101,"Sak's Woods, Middleton, WI",
6067009608,"Southwestern Sacramento, Elk Grove, CA",
39007000702,"Ashtabula, OH",
47113001800,"Jackson, TN",
37039930500,"Murphy, NC",
4013318501,"Tempe, AZ",
17049950100,"Teutopolis, IL",
17163504302,"Lebanon, IL",
1089010623,"Madison, AL",
29189212002,"St. Louis, MO",
34029713203,"Brick, NJ",
37067003311,"Winston-Salem, NC",
26163557000,"Livonia, MI",
6037119310,"Panorama City, Los Angeles, CA",
29173470300,"Center, MO",
12099006602,"Delray Beach, FL",
27123042301,"Maplewood, MN",
39049006932,"Forest Park East, Columbus, OH",
13067030337,"Marietta, GA",
36047087200,"Kings County, NY",
39097040700,"London, OH",
41047000701,"Northeast Salem, Salem, OR",
48029180300,"Inner West Side, San Antonio, TX",
19155021603,"Underwood, IA",
6037650101,"Northeast Torrance, Torrance, CA",
12085000610,"Palm City, FL",
24005490800,"Towson, MD",
45063021112,"Columbia, SC",
42129803800,"Greensburg, PA",
31105954500,"Kimball, NE",
48355005801,"Calallen, Corpus Christi, TX",
12011091901,"Hollywood Lakes, Hollywood, FL",
32003005101,"Whitney Ranch, Henderson, NV",
20141474100,"Osborne, KS",
51710006606,"Larrymore Lawns, Norfolk, VA",
36029006702,"Bryant, Buffalo, NY",
48439106300,"Fort Worth, TX",
1125010804,"Cottondale, AL",
15007940000,"Anahola, HI",
29510125700,"Carr Square, St. Louis, MO",
56023978100,"Afton, WY",
13051004400,"Midtown, Savannah, GA",
36047042400,"Kings County, NY",
12057013704,"Riverview, FL",
24510110100,"Downtown, Baltimore, MD",
5069002300,"Altheimer, AR",
9003415900,"New Britain, CT",
4019004333,"Sunset Acres, Tucson, AZ",
9001073600,"East Side, Bridgeport, CT",
23009966000,"Mount Desert, ME",
49035112912,"West Jordan, UT",
53037975700,"Ellensburg, WA",
53033028200,"Tukwila, WA",
12103024703,"Saint Petersburg, FL",
22057021000,"Gheens, LA",
6073020105,"North Broadway, Escondido, CA",
48141010222,"Canutillo, TX",
42003151700,"Greenfield, Pittsburgh, PA",
1089010800,"Huntsville, AL",
20113788600,"McPherson, KS",
21111011113,"Louisville, KY",
37183051502,"North Hills, Raleigh, NC",
26163581900,"Southgate, MI",
6073020108,"Central Escondido, Escondido, CA",
55079185700,"Harambee, Milwaukee, WI",
18145710500,"Shelbyville, IN",
24003702701,"Annapolis, MD",
39061010800,"Madisonville, Cincinnati, OH",
8001008605,"Brighton, CO",
39127966000,"Roseville, OH",
41051007800,"Portland, OR",
42003111400,"Garfield, Pittsburgh, PA",
36005006000,"Bronx County, NY",
4021001408,"Casa Grande, AZ",
55105000200,"Janesville, WI",
4013216829,"Pinnacle Peak, Scottsdale, AZ",
47157009200,"East Memphis, Memphis, TN",
12103025017,"Pine Bay, Saint Petersburg, FL",
6081602200,"Downtown, South San Francisco, CA",
40143007629,"Tulsa, OK",
24045010502,"Salisbury, MD",
6099003905,"Turlock, CA",
39049004620,"Central Hilltop, Columbus, OH",
19081270400,"Britt, IA",
39035150300,"East Cleveland, OH",
28003950700,"Rienzi, MS",
24510120600,"Old Goucher, Baltimore, MD",
6001437200,"Mount Eden, Hayward, CA",
6037901009,"Lancaster, CA",
25017339100,"Medford, MA",
31055006301,"North Omaha, Omaha, NE",
37025040701,"Kannapolis, NC",
34013980200,"Newark, NJ",
17077011100,"Carbondale, IL",
6037275500,"Culver City, CA",
28059041800,"Moss Point, MS",
12097043700,"Saint Cloud, FL",
53061053802,"Sultan, WA",
48201411800,"Greenway/Upper Kirby, Houston, TX",
29161890700,"Rolla, MO",
12105015402,"Babson Park, FL",
51153901411,"Gainesville, VA",
5009790600,"Harrison, AR",
34013014500,"Belleville, NJ",
48453002435,"Del Valle, Austin, TX",
72051540200,"Dorado, PR",
37071032704,"Gastonia, NC",
12011051001,"Wilton Manors, FL",
6073009703,"Allied Gardens, San Diego, CA",
6059042111,"San Clemente, CA",
36047014300,"Kings County, NY",
19163010700,"Davenport, IA",
13135050520,"Lawrenceville, GA",
35009000201,"Clovis, NM",
27123042402,"Maplewood, MN",
13077170100,"Newnan, GA",
42077000700,"Allentown, PA",
12057011902,"Lake Egypt Estates, Tampa, FL",
24011955301,"Denton, MD",
26125168900,"Farmington Hills, MI",
29189216800,"Richmond Heights, MO",
12009066302,"Ocean Park, Indialantic, FL",
6001404101,"Piedmont Avenue, Oakland, CA",
17031820604,"Justice, IL",
37111970901,"Nebo, NC",
39035174105,"North Olmsted, OH",
6111003300,"Carriage Square, Oxnard, CA",
42003489002,"Pittsburgh, PA",
8073961800,"Hugo, CO",
6085508003,"Rancho Rinconada, Cupertino, CA",
51059450300,"Falls Church, VA",
41009970200,"Clatskanie, OR",
20209044805,"Bonner - Loring, Bonner Springs, KS",
18057111001,"Carmel, IN",
32003003232,"Las Vegas, NV",
18003001700,"Hanna Creighton, Fort Wayne, IN",
51099040500,"King George, VA",
49035115209,"West Jordan, UT",
1089003000,"Huntsville, AL",
45019003110,"North Charleston, SC",
72127002300,"San Juan, PR",
47157000100,"Memphis, TN",
17173959100,"Moweaqua, IL",
32013010600,"Winnemucca, NV",
12127083207,"Port Orange, FL",
51540000502,"Fry's Spring, Charlottesville, VA",
55133203902,"Mukwonago, WI",
47157020521,"Memphis, TN",
39035120200,"Woodland Hills, Cleveland, OH",
36103112104,"Dix Hills, NY",
36005028700,"Bronx County, NY",
47035970702,"Crossville, TN",
42069101600,"Scranton, PA",
16027021300,"Caldwell, ID",
26099256200,"Roseville, MI",
17119401300,"East Alton, IL",
53033031501,"Ravensdale, WA",
53061040400,"Bayside, Everett, WA",
17031410500,"Hyde Park, Chicago, IL",
18003004300,"Fort Wayne, IN",
48439102202,"Crestline Area, Fort Worth, TX",
36081140902,"Queens County, NY",
51059461901,"Fairfax, VA",
27003050401,"Anoka, MN",
6037199202,"Montecito Heights, Los Angeles, CA",
49057210704,"Roy, UT",
37159051700,"China Grove, NC",
17195000200,"Morrison, IL",
34005702300,"Pemberton, NJ",
1021060402,"Jemison, AL",
38017010307,"Rose Creek, Fargo, ND",
40143006903,"Sungate, Tulsa, OK",
4019004026,"Harrison East South, Tucson, AZ",
42041011200,"Shiremanstown, PA",
6037269601,"Central LA, Los Angeles, CA",
6075032601,"Outer Sunset, San Francisco, CA",
55025011800,"Marshall, WI",
12103028002,"Don Cesar, Saint Pete Beach, FL",
6111003100,"West Village, Oxnard, CA",
12115001506,"Sarasota, FL",
12099008302,"South Bay, FL",
53053061300,"Central Tacoma, Tacoma, WA",
36005023703,"Bronx County, NY",
2130000100,"Ketchikan, AK",
12099007732,"Boca Raton, FL",
39061003900,"Evanston, Cincinnati, OH",
39005970100,"Polk, OH",
25017382100,"Natick, MA",
12083001600,"Ocala, FL",
39113040403,"Montgomery County, OH",
36047077600,"Kings County, NY",
21135930200,"Vanceburg, KY",
18133956400,"Fillmore, IN",
4013061039,"Copper Canyon Ranch, Surprise, AZ",
17163501900,"Belleville, IL",
48167722600,"Texas City, TX",
31111959900,"North Platte, NE",
31053963600,"Scribner, NE",
17031823705,"Hickory Hills, IL",
51145500400,"Powhatan, VA",
6037621400,"South Redondo, Redondo Beach, CA",
11001009601,"Kenilworth, Washington, DC",
6075020500,"The Castro, San Francisco, CA",
34005702603,"Mount Holly, NJ",
29189218600,"Kirkwood, MO",
49057200800,"Ogden, UT",
34013006800,"Ironbound District, Newark, NJ",
22051020600,"Kenner, LA",
4021000310,"Apache Junction, AZ",
39103405000,"Medina, OH",
21163970500,"Payneville, KY",
6001401800,"Prescott, Oakland, CA",
54039010701,"Cross Lanes, WV",
36055009603,"Dutchtown, Rochester, NY",
39089752200,"Newark, OH",
39165031902,"Mason, OH",
47101970200,"Hohenwald, TN",
12011010200,"Deerfield Beach, FL",
47037013602,"Nashville, TN",
48439113815,"Keller, TX",
41017000800,"Redmond, OR",
12071080100,"Captiva, FL",
55087011600,"Kimberly, WI",
1097000600,"Gorgas, Mobile, AL",
17119403502,"Collinsville, IL",
35045000201,"Farmington, NM",
36033950400,"Malone, NY",
40109107807,"Del City, OK",
6065042743,"Menifee, CA",
6037620904,"Manhattan Beach, CA",
26163550600,"Grosse Pointe Farms, MI",
36081024500,"Queens County, NY",
6071002021,"Rancho Cucamonga, CA",
6073004400,"South Park, San Diego, CA",
6037460502,"La Cañada Flintridge, CA",
36055013103,"Rochester, NY",
42125783200,"Charleroi, PA",
36045061200,"Watertown, NY",
42121201200,"Seneca, PA",
47157002400,"North Memphis, Memphis, TN",
42019912200,"Cranberry Township, PA",
39049000210,"Clintonville, Columbus, OH",
6013353002,"Orinda, CA",
42045407600,"Swarthmore, PA",
48349970600,"Kerens, TX",
6059088202,"Garden Grove, CA",
51810042400,"North Central, Virginia Beach, VA",
8077001703,"Grand Junction, CO",
25025071101,"Harrison Lenox, Boston, MA",
21117065300,"Taylor Mill, KY",
51013101100,"East Falls Church, Arlington, VA",
6107001800,"Visalia, CA",
27053105201,"Central Minneapolis, Minneapolis, MN",
31055007438,"Northwest Omaha, Omaha, NE",
27053027700,"Minnetrista, MN",
28133950402,"Indianola, MS",
13179010400,"Midway, GA",
29095013612,"Lee's Summit, MO",
25013812401,"West Springfield, MA",
23011010600,"Pittston, ME",
51700032126,"Central Newport News, Newport News, VA",
12095016412,"Orlando, FL",
26049013002,"Argentine, Linden, MI",
37079950102,"Snow Hill, NC",
36005040702,"Bronx County, NY",
36081060300,"Queens County, NY",
21111012701,"Louisville, KY",
29055450301,"Cuba, MO",
48201340302,"Clear Lake, Houston, TX",
12011040601,"Coral Ridge, Fort Lauderdale, FL",
6065047201,"Desert Hot Springs, CA",
6067008907,"Rancho Cordova, CA",
17029001200,"Mattoon, IL",
39103400100,"Hinckley, OH",
72097081900,"Hormigueros, PR",
25025070800,"Columbus, Boston, MA",
42043021903,"Harrisburg, PA",
48021950502,"Bastrop, TX",
24031702602,"Silver Spring, MD",
6013345202,"San Ramon, CA",
16053970200,"Jerome, ID",
44007013102,"Chepachet, Glocester, RI",
47081950100,"Lyles, TN",
6073008507,"Clairemont, San Diego, CA",
54059957600,"Matewan, WV",
40143007309,"Western Village, Tulsa, OK",
8041000700,"East Colorado Springs, Colorado Springs, CO",
48113015204,"Irving Lake, Irving, TX",
6071001803,"Ontario, CA",
51127700100,"Quinton, VA",
49003960100,"Howell, UT",
51041100807,"Richmond, VA",
23005002002,"Libbytown, Portland, ME",
12071050105,"Fort Myers, FL",
23011024200,"Waterville, ME",
26159011900,"Paw Paw, MI",
51191010900,"Damascus, VA",
6037570002,"Lakewood, CA",
47073050400,"Rogersville, TN",
37133000402,"Sneads Ferry, NC",
55109120600,"New Richmond, WI",
48447950300,"Throckmorton, TX",
6085512035,"South San Jose, San Jose, CA",
51107610603,"Leesburg, VA",
45051020300,"Loris, SC",
10003013608,"Newark, DE",
42125711000,"Burgettstown, PA",
17119403802,"Alhambra, IL",
6109004100,"Sonora, CA",
36007013400,"Little Italy, Endicott, NY",
32003003315,"Astoria Trails North, Las Vegas, NV",
18005010200,"Columbus, IN",
48303001801,"Stubbs-Stewart, Lubbock, TX",
37067000500,"Winston-Salem, NC",
