tract,Name,Household_Income_at_Age_35_rB_gF_p25
6071003000,"Downtown, Fontana, CA",
51107611019,"Ashburn, VA",
27059130400,"North Branch, MN",
6001423700,"Berkeley, CA",
26081012202,"Cascade Hills, Ada, MI",
24031705800,"Glen Echo, MD",
42033330500,"Rockton, PA",
22125951702,"Saint Francisville, LA",
26115831300,"Monroe, MI",
36029010003,"Buffalo, NY",
25009221600,"Gloucester, MA",
34017016700,"Union City, NJ",
17043846103,"Naperville, IL",
17031820104,"Countryside, IL",
40103957000,"Perry, OK",
36059521302,"Massapequa, NY",
29087960300,"Oregon, MO",
37113970301,"Franklin, NC",
48289950300,"Centerville, TX",
1117030405,"Montevallo, AL",
19153001900,"Gray's Woods, Des Moines, IA",
6059099248,"Riverview West, Santa Ana, CA",
8031003401,"Washington Park, Denver, CO",
8123000705,"Greeley, CO",
18089042608,"Dyer, IN",
26161984000,"Ypsilanti, MI",
21011970300,"Salt Lick, KY",
25013813304,"Longmeadow, MA",
33007951100,"Dalton, NH",
1073012304,"Pleasant Grove, AL",
21111010316,"Lake Forest, Louisville, KY",
39119911600,"Zanesville, OH",
12086006203,"Crafts, Coral Gables, FL",
4015952600,"Lake Havasu City, AZ",
12081001108,"Bradenton, FL",
20027458100,"Clay Center, KS",
72127005601,"San Juan, PR",
41019060000,"Roseburg, OR",
48031950100,"Johnson City, TX",
1007010001,"West Blocton, AL",
6037980009,"Los Angeles, CA",
39101000400,"Marion, OH",
6059074108,"Centennial Park, Santa Ana, CA",
31055007513,"Elkhorn, Omaha, NE",
6037532400,"Vernon, CA",
55079020800,"Fernwood, Milwaukee, WI",
6073017601,"Encinitas, CA",
32019960103,"Fernley, NV",
6037101400,"Tujunga, Los Angeles, CA",
21191930300,"Falmouth, KY",
26049013202,"Fenton, MI",
36103124602,"Babylon, NY",
12086009305,"Miami Lakes, FL",
26125130700,"White Lake, White Lake charter Township, MI",
5007020404,"Rogers, AR",
48475950200,"Monahans, TX",
46005957100,"Huron, SD",
47161110700,"Dover, TN",
27137003000,"West Duluth, Duluth, MN",
12115002715,"Venice, FL",
38015010300,"Bismarck, ND",
12057012403,"Plant City, FL",
34021002903,"Hamilton Township, NJ",
18011810200,"Thorntown, IN",
39099802800,"Schenley, Youngstown, OH",
17031170500,"Dunning, Chicago, IL",
37135011400,"Chapel Hill, NC",
39129020200,"Circleville, OH",
21045950400,"Yosemite, KY",
6073017200,"Del Mar, CA",
36115084000,"Granville, NY",
54061011200,"Westover, WV",
8077001301,"Grand Junction, CO",
42017105009,"Southampton, PA",
6037408723,"Rowland Heights, CA",
48373210203,"Livingston, TX",
36005016000,"Bronx County, NY",
48007950500,"Rockport, TX",
36055015304,"Brockport, NY",
17179020700,"Pekin, IL",
6009000501,"Avery, CA",
25013813205,"Agawam, MA",
37161961000,"Ellenboro, NC",
36061006100,"Lower Manhattan, New York, NY",
23005011100,"Brunswick, ME",
51069050600,"Stephens City, VA",
6037117303,"North Hills, Los Angeles, CA",
29183980000,"Defiance, MO",
41029001800,"Ashland, OR",
13031110403,"Statesboro, GA",
25005650202,"New Bedford, MA",
12085000700,"Stuart, FL",
48201521100,"Northwest Houston, Houston, TX",
47065010413,"Hamilton County, TN",
12095016408,"Winter Park, FL",
72127006200,"San Juan, PR",
53011040409,"Pleasant Valley, Vancouver, WA",
4019003705,"Elvira, Tucson, AZ",
4015950500,"Golden Valley, AZ",
25027757200,"Southbridge, MA",
25001012900,"Centerville, Barnstable, MA",
37021002301,"Arden, NC",
8005005626,"Centennial, CO",
25017354700,"North Cambridge, Cambridge, MA",
19163013200,"Bettendorf, IA",
26099230300,"Sterling Heights, MI",
50003970200,"Dorset, VT",
29209090601,"Branson West, MO",
6037433102,"El Monte City, El Monte, CA",
47057500402,"Bean Station, TN",
17201002900,"Rockford, IL",
33003955500,"Madison, NH",
6099000503,"Modesto, CA",
36029004800,"North Park, Buffalo, NY",
6053000103,"Salinas, CA",
20103071000,"Leavenworth, KS",
27107960300,"Ada, MN",
16001001500,"Depot Bench, Boise, ID",
36061011900,"Midtown, New York, NY",
55083100300,"Lakewood, WI",
53015001900,"Longview, WA",
6019005505,"Fresno, CA",
17031600600,"Bridgeport, Chicago, IL",
48215024109,"Alton, TX",
17023060100,"Marshall, IL",
26049012904,"Swartz Creek, MI",
51107611802,"Chantilly, VA",
39093021100,"Sheffield Lake, OH",
6073016614,"Santee, CA",
72113073001,"Ponce, PR",
6037406411,"Walnut Valley, West Covina, CA",
39057210601,"Beavercreek, OH",
20091053701,"Edgerton, KS",
6037535605,"South Gate, CA",
41047010303,"Gervais, OR",
42003490002,"South Park Township, PA",
21059001402,"Owensboro, KY",
41005022207,"Happy Valley, OR",
33011200100,"Pelham, NH",
56021000900,"Cheyenne, WY",
55031020800,"South End, Superior, WI",
6073017050,"Carmel Mountain Ranch, San Diego, CA",
12086016900,"Miami, FL",
17031823901,"Palos Park, IL",
29095013901,"Lee's Summit, MO",
55047100400,"Green Lake, WI",
39085201200,"Willoughby, OH",
41005022907,"Canby, OR",
36085020803,"Richmond County, NY",
12086006706,"Brickell, Miami, FL",
55087012000,"Appleton, WI",
72025200200,"La Barra, Caguas, PR",
17197883904,"Peotone, IL",
39065000500,"Harrod, OH",
4015950402,"Meadview, AZ",
12107950201,"Interlachen, FL",
29187950300,"Bonne Terre, MO",
51710006602,"Roosevelt Gardens Area, Norfolk, VA",
21137930700,,
6055200505,"Napa, CA",
29119070100,"Powell, MO",
42017100807,"Langhorne, PA",
39035190503,"Cuyahoga County, OH",
6037620901,"Manhattan Beach, CA",
1015981901,"Anniston, AL",
39155931700,"Hubbard, OH",
25009254401,"Andover, MA",
25017324102,"Littleton, MA",
48439102700,"Cultural District, Fort Worth, TX",
13121001400,"Virginia Highland, Atlanta, GA",
4013420215,"Mesa, AZ",
6073007501,"Ocean Beach, San Diego, CA",
6037430721,"Arcadia, CA",
55031021100,"North End, Superior, WI",
12086016000,"Miami, FL",
4019004711,"La Paloma, Tucson, AZ",
42091207001,"Montgomery County, PA",
8059009833,"Lake Arbor Fairways, Arvada, CO",
24031706008,"Potomac, MD",
26125193300,"Rochester Hills, MI",
54005958501,"Seth, WV",
18105000202,"Bloomington, IN",
21117061600,"Covington, KY",
17055040600,"Benton, IL",
42071011503,"Mountville, PA",
18095011800,"Pendleton, IN",
55063000900,"Powell-Poage-Hamilton, La Crosse, WI",
38017000901,"Clara Barton, Fargo, ND",
36079011300,"Mahopac, NY",
48215021305,"Hidalgo, TX",
47001021100,"Clinton, TN",
8059011725,"Green Mountain, Lakewood, CO",
19153003001,"Waveland Park, Des Moines, IA",
6067008403,"Folsom Heights, Folsom, CA",
47189030308,"Mount Juliet, TN",
6019005905,"Sanger, CA",
9009175600,"Wallingford, CT",
72139060403,"Trujillo Alto, PR",
26133970300,"Le Roy, MI",
18055955100,"Linton, IN",
6071010417,"Morongo Valley, CA",
47073050800,"Rogersville, TN",
40101001600,"Haskell, OK",
47019071400,"Hampton, TN",
25017357700,"Belmont, MA",
17167000501,"Springfield, IL",
44003980000,"Warwick, RI",
6065043244,"Murrieta, CA",
51107611202,"Sterling, VA",
8077001800,"Collbran, CO",
6037650605,"Delthorne, Torrance, CA",
41039002501,"Bethel-Danebo, Eugene, OR",
36081048500,"Queens County, NY",
12057013912,"Riverview, FL",
6037920040,"Santa Clarita, CA",
12101030601,"Colonial Manor, Holiday, FL",
6037207101,"Central LA, Los Angeles, CA",
48181000700,"Denison, TX",
4019004631,"Las Lindas, Tucson, AZ",
40027200400,"Norman, OK",
36091060502,"Hadley, NY",
6037109500,"San Fernando, CA",
36005044901,"Bronx County, NY",
45013002202,"Bluffton, SC",
18099020301,"Plymouth, IN",
13119890400,"Royston, GA",
24003730100,"Chestnut Hill Cove, Riviera Beach, MD",
26161453000,"Ann Arbor, MI",
42119090600,"Lewisburg, PA",
5145070200,"Searcy, AR",
42051260402,"Connellsville, PA",
37179020902,"Monroe, NC",
39023002100,"Springfield, OH",
5085020101,"Austin, AR",
1101005504,"Pike Road, AL",
34029723600,"Toms River, NJ",
27029000100,"Bagley, MN",
8123000501,"Greeley, CO",
26163571600,"Dearborn Heights, MI",
6041102203,"Novato, CA",
12101030501,"Forest Hills, Holiday, FL",
8043978100,"Penrose, CO",
6037552400,"Norwalk, CA",
53033025102,"Renton, WA",
49035110401,"Millcreek, UT",
26145012003,"Saginaw, MI",
8035014404,"Larkspur, CO",
42011013900,"Lenhartsville, PA",
72097080800,"Mayagüez, PR",
27159480100,"Menahga, MN",
54033030100,"Clarksburg, WV",
49053270500,"Santa Clara, UT",
49049000102,"Lehi, UT",
47089070500,"Strawberry Plains, TN",
25017350600,"Tufts, Somerville, MA",
36081026100,"Queens County, NY",
1101005608,"Pike Road, AL",
36029015402,"Derby, NY",
21151010901,"Richmond, KY",
37119005713,"Mint Hill, NC",
6107001502,"Exeter, CA",
6037119341,"Panorama City, Los Angeles, CA",
48001950402,"Tennessee Colony, TX",
23015975400,"Newcastle, ME",
13117130602,"Alpharetta, GA",
36103112204,"Melville, NY",
27053111600,"Nokomis, Minneapolis, MN",
4013420604,"Mesa, AZ",
12117021503,"Longwood, FL",
17001010300,"Liberty, IL",
53061052113,"Snohomish, WA",
48439100900,"North Side, Fort Worth, TX",
17043844602,"Elmhurst, IL",
26139023500,"Hudsonville, MI",
32003002832,"Las Vegas, NV",
45007010102,"Piedmont, SC",
5003960200,"Hamburg, AR",
23005004701,"Gray, ME",
31141965298,"Columbus, NE",
4023966101,"Tubac, AZ",
55133203103,"Bel Ayr Residential Park, Waukesha, WI",
6053000600,"Salinas, CA",
36119004700,"Bronxville, NY",
39087051200,"Chesapeake, OH",
37019020202,"Winnabow, NC",
17141961100,"Rochelle, IL",
39055311000,"Huntsburg, OH",
6007000103,"Chico, CA",
48113007801,"North Dallas, Dallas, TX",
17145030100,"Pinckneyville, IL",
39019720300,"Malvern, OH",
26073940100,"Mount Pleasant, MI",
19185070300,"Corydon, IA",
6107001501,"Exeter, CA",
12103027207,"Allen's Ridge, Palm Harbor, FL",
48215024500,"Edcouch, TX",
24003731306,"Pasadena, MD",
6111004305,"Port Hueneme, CA",
6065044403,"Anza, CA",
24005490302,"Towson, MD",
40049681600,"Maysville, OK",
48479000109,"Laredo, TX",
29183311114,"Cottleville, MO",
25017317201,"Chelmsford, MA",
72103170100,"Naguabo, PR",
36081060100,"Queens County, NY",
17055041100,"West Frankfort, IL",
36027190102,"Wappingers Falls, NY",
49053270600,"St. George, UT",
21035010800,"Murray, KY",
36005015800,"Bronx County, NY",
36029015003,"Holland, NY",
39095002700,"Center City, Toledo, OH",
17031040201,"Lincoln Square, Chicago, IL",
17031815702,"Riverside, IL",
72137121200,"Bayamón, PR",
6075022903,"Mission District, San Francisco, CA",
8035014006,"Parker, CO",
25017352101,"East Cambridge, Cambridge, MA",
24013501002,"Taneytown, MD",
42007602900,"Hookstown, PA",
26049010910,"Flint, MI",
48201252100,"K-lake Terrace, Houston, TX",
20091053411,"Creekside, Overland Park, KS",
6037502302,"Whittier, CA",
6087120400,"Boulder Creek, CA",
6111001602,"Ventura, CA",
1127021400,"Parrish, AL",
19141490100,"Hartley, IA",
4013061013,"Wigwam Creek South, Litchfield Park, AZ",
5051011800,"Garland County, AR",
26021020600,"Niles, MI",
4013108802,"Alhambra, Phoenix, AZ",
10005051004,"Lewes, DE",
42097080100,"Watsontown, PA",
42003414102,"Allison Park, Hampton Township, PA",
34029715401,"Lakewood, Lakewood Township, NJ",
35037958601,"Tucumcari, NM",
46127020200,"Elk Point, SD",
72103170300,"Naguabo, PR",
49035100800,"Capitol Hill, Salt Lake City, UT",
31055007512,"Elkhorn, Omaha, NE",
5007021406,"Lowell, AR",
22055001402,"Lafayette, LA",
16087970200,"Weiser, ID",
53021020601,"Pasco, WA",
39007000103,"Conneaut, OH",
6001451404,"Livermore, CA",
32003004919,"Las Vegas, NV",
4019004414,"Tucson, AZ",
29157470300,"Perryville, MO",
36029008700,"Kenmore, NY",
55071000800,"Manitowoc, WI",
13121001500,"Virginia Highland, Atlanta, GA",
12107950500,"Interlachen, FL",
6037297202,"San Pedro, Los Angeles, CA",
29037061002,"Peculiar, MO",
6085501502,"Central San Jose, San Jose, CA",
6085512034,"Edenvale, San Jose, CA",
47029920502,"Newport, TN",
27123042001,"Falcon Heights, MN",
48453001824,"North Austin, Austin, TX",
6059032029,"Lake Forest, CA",
6037197200,"Echo Park, Los Angeles, CA",
6099003804,"Turlock, CA",
29183310100,"Saint Charles, MO",
48381021900,"Canyon, TX",
6017030809,"Cameron Park, CA",
6073009507,"Tierrasanta, San Diego, CA",
29081950300,"Bethany, MO",
25021417300,"Marina Bay, Quincy, MA",
25023540101,"North Lakeville, Lakeville, MA",
6019002701,"Roosevelt, Fresno, CA",
34031246001,"Wayne, NJ",
36031960700,"Westport, NY",
25017310200,"Centralville, Lowell, MA",
6067008010,"Skyline Park, Fair Oaks, CA",
6073016617,"Santee, CA",
6059042337,"Laguna Niguel, CA",
26099224000,"Macomb, MI",
21151010500,"Richmond, KY",
29095015000,"Buckner, MO",
29195090100,"Slater, MO",
45077010300,"Six Mile, SC",
42043023602,"Middletown, PA",
17031800800,"Northfield, IL",
10005051204,"South Bethany, DE",
6099002803,"Modesto, CA",
36089491100,"Potsdam, NY",
27053027300,"Wayzata, MN",
54067950500,"Richwood, WV",
41017001001,"Redmond, OR",
23025966200,"Bingham, ME",
6037910812,"Palmdale, CA",
6089010200,"Garden Subdivision, Redding, CA",
51520010200,,
6111007403,"Oak Park, CA",
47181950300,"Collinwood, TN",
18039002101,"Elkhart, IN",
47157980400,"Memphis, TN",
18105001305,"Bloomington, IN",
48029180102,"Inner West Side, San Antonio, TX",
12069031308,"Clermont, FL",
17097860903,"Fox Lake, IL",
17117956100,"Girard, IL",
13213010100,"Crandall, GA",
12067960100,"Mayo, FL",
37001020601,"Burlington, NC",
17177000600,"Ridott, IL",
17031804716,"Hoffman Estates, IL",
19113001600,"Cedar Rapids, IA",
54043955700,"Harts, WV",
51085320702,"Mechanicsville, VA",
16027021200,"Caldwell, ID",
36039080401,"Tannersville, NY",
72013301200," County, PR",
48479001201,"Las Cruces, Laredo, TX",
27099001000,"Austin, MN",
39049010700,"Clintonville, Columbus, OH",
37031970102,"Beaufort, NC",
37119006406,"Cornelius, NC",
54049021200,"White Hall, WV",
27129790600,"Fairfax, MN",
53041970700,"Centralia, WA",
39155933301,"Mineral Ridge, OH",
35001004744,"Tierra Oeste, Albuquerque, NM",
45079001200,"Columbia, SC",
26069000400,"Oscoda, Oscoda Township, MI",
42125713700,"Burgettstown, PA",
72117959600,"Aguada, PR",
12086001602,"Hialeah, FL",
36111951300,"Lake Katrine, NY",
26139025700,"Holland, MI",
22011960200,"DeRidder, LA",
19103001600,"Longfellow, Iowa City, IA",
48353950100,"Sweetwater, TX",
48251130304,"Keene, TX",
53067011410,"Lacey, WA",
22019003101,"Sulphur, LA",
34025810004,"Yorketown, Manalapan Township, NJ",
37057060301,"Lexington, NC",
21065920300,"Irvine, KY",
12011090301,"Royal Poinciana, Hollywood, FL",
6037535606,"South Gate, CA",
47163042801,"Bristol, TN",
42003484600,"Munhall, PA",
21009950700,"Glasgow, KY",
39129020400,"Circleville, OH",
36103135205,"Commack, NY",
39085200900,"Wickliffe, OH",
8005006858,"Denver Tech Center, Greenwood Village, CO",
29099700208,"Fenton, MO",
32003003252,"Summerlin, Las Vegas, NV",
21231920100,"Monticello, KY",
37097061002,"Statesville, NC",
42083420100,"Bradford, PA",
47163040600,"Kingsport, TN",
48121020505,"Denton, TX",
20145970200,"Larned, KS",
42003450800,"Coraopolis, PA",
51191010300,"Abingdon, VA",
17119401722,"Bethalto, IL",
42013101400,"Altoona, PA",
53077000300,"Yakima, WA",
25027703100,"Athol, MA",
8013012511,"East Boulder, Boulder, CO",
12115000601,"Cherokee Park, Sarasota, FL",
48209010302,"Blanco Gardens, San Marcos, TX",
26125188000,"Huntington Woods, MI",
36043010201,"Frankfort, NY",
54055001000,"Rock, WV",
39021011501,"West Liberty, OH",
8025969600,"Ordway, CO",
20099950300,"Parsons, KS",
47035970301,"Crossville, TN",
6071001812,"Ontario, CA",
48453000304,"Hyde Park, Austin, TX",
53033001400,"North Beach/ Blue Ridge, Seattle, WA",
13137000201,"Demorest, GA",
47165020403,"Cottontown, TN",
36061006800,"Kips Bay, New York, NY",
49035114500,"West Valley City, UT",
51059432100,"Burke, VA",
26041971000,"Escanaba, MI",
6065042401,"Moreno Valley, CA",
26125193000,"Stratford Knolls, Rochester Hills, MI",
42109070400,"Middleburg, PA",
17089852700,"Batavia, IL",
42003477200,"Pittsburgh, PA",
51520020400,"Bristol, VA",
27037061105,"Hastings, MN",
17197880307,"Naperville, IL",
39035137101,"Brooklyn, OH",
1073012802,"Vestavia Hills, AL",
20173010802,"Wichita, KS",
25025051101,"East Boston, Boston, MA",
42029304406,"Downingtown, PA",
44009051306,"West Kingston, South Kingstown, RI",
6037433403,"El Monte, CA",
4013619400,"Aloma Vista, Phoenix, AZ",
34019010300,"Glen Gardner, NJ",
39093080103,"North Ridgeville, OH",
26099230900,"Sterling Heights, MI",
8035014116,"Lone Tree, CO",
48185180102,"Plantersville, TX",
12099007741,"Boca Raton, FL",
49045130600,"Tooele County, UT",
17031801800,"Northfield, IL",
29219820201,"Innsbrook, MO",
6085512053,"South San Jose, San Jose, CA",
1049960700,"Crossville, AL",
34021004501,"Princeton, NJ",
51600300200,"Fairfax, VA",
8077001403,"Grand Junction, CO",
27043460200,"Winnebago, MN",
51165010400,"Broadway, VA",
36025971300,"Downsville, NY",
25027730801,"Salisbury Street, Worcester, MA",
17139976900,"Sullivan, IL",
37193960700,"North Wilkesboro, NC",
17031823806,"Worth, IL",
15009030404,"Makawao, HI",
34027043200,"Madison, NJ",
53061051802,"Lynnwood, WA",
37183053410,"Cary Park, Cary, NC",
6061020105,"Carnelian Bay, CA",
1073011108,"Trussville, AL",
6111006301,"Thousand Oaks, CA",
36047042700,"Kings County, NY",
48367140703,"Aledo, TX",
36059410200,"Malverne, NY",
6059099307,"Huntington Beach, CA",
42065950800,"Reynoldsville, PA",
29099700603,"Barnhart, MO",
10005051702,"Laurel, DE",
21111009103,"Southland Park, Louisville, KY",
51107611022,"Ashburn, VA",
25005655200,"Fairhaven, MA",
42019910600,"West Sunbury, PA",
6071011205,"Big Bear Lake, CA",
12101031707,"Timber Greens, New Port Richey, FL",
39061021304,"Cincinnati, OH",
39107967900,"Saint Henry, OH",
25025030400,"North End, Boston, MA",
17031808800,"Evanston, IL",
72079850102,"Lajas, PR",
6099000807,"Modesto, CA",
39113021900,"Kettering, OH",
9007550100,"Lake Pocotopaug, East Hampton, CT",
36047053700,"Kings County, NY",
18089043201,"Cedar Lake, IN",
53055960100,"Eastsound, WA",
72131958700,"San Sebastián, PR",
38003968300,"Valley City, ND",
48201531600,"Northside, Houston, TX",
48201220300,"North Houston, Houston, TX",
6001441503,"Newark, CA",
27019090100,"Watertown, MN",
17043840801,"Bensenville, IL",
17089852101,"St. Charles, IL",
18019050701,"Jeffersonville, IN",
25021405100,"Dover, MA",
48187210606,"McQueeney, TX",
34017014300,"North Bergen, NJ",
36081006501,"Queens County, NY",
17031806700,"Evanston, IL",
23003952100,"Mars Hill, ME",
39133601902,"Deerfield, OH",
29127960100,"Palmyra, MO",
21003920600,"Adolphus, KY",
25009202200,"Swampscott, MA",
6037122420,"North Hollywood, Los Angeles, CA",
53033002800,"Northwest Seattle, Seattle, WA",
49051960400,"Midway, UT",
42017103700,"Ottsville, PA",
49011126801,"Bountiful, UT",
37119005515,"Highland Creek, Charlotte, NC",
36055013503,"Rochester, NY",
36035971200,"Johnstown, NY",
17179021606,"Morton, IL",
23011020500,"Albion, ME",
53033031205,"Lea Hill, Auburn, WA",
42003475401,"Pittsburgh, PA",
6059001501,"Brea, CA",
1095030100,"Albertville, AL",
4013813000,"Chandler, AZ",
6019005701,"Clovis, CA",
6073011700,"National City, CA",
36075021603,"Oswego, NY",
12105012205,"Lakeland, FL",
27147960400,"Owatonna, MN",
4005002200,"Flagstaff, AZ",
42095015400,"Bangor, PA",
25009260800,"Haverhill, MA",
6037670702,"Rancho Palos Verdes, CA",
24510260401,"Armistead Gardens, Baltimore, MD",
13201950100,"Colquitt, GA",
36063022902,"North Tonawanda, NY",
6059042311,"San Juan Capistrano, CA",
32510000701,"Carson City, NV",
36071011802,"New Hampton, NY",
6067008705,"Anatolia Village, Rancho Cordova, CA",
53061051100,"Mountlake Terrace, WA",
18105001600,"Bloomington, IN",
27009021101,"Sauk Rapids, MN",
8101001600,"Aberdeen, Pueblo, CO",
48245010400,"Groves, TX",
51041100932,"Midlothian, VA",
24013509001,"Westminster, MD",
18083955400,"Vincennes, IN",
6065043307,"Hemet, CA",
36081061302,"Queens County, NY",
9001205100,"Brookfield, CT",
18109510201,"Mooresville, IN",
29095014904,"Blue Springs, MO",
42107002000,"Lawton's Hill, Pottsville, PA",
17197884004,"Braidwood, IL",
39057260100,"Cedarville, OH",
6013389200,"El Cerrito, CA",
36029007905,"Green Acres North, Tonawanda, NY",
6017030803,"Shingle Springs, CA",
26117970800,"Sidney, MI",
26005030300,"Dorr, MI",
18151971500,"Hudson, IN",
5131001302,"Fort Smith, AR",
36113070200,"Glens Falls, NY",
49005001300,"Wellsville, UT",
22005030203,"Prairieville, LA",
31055007462,"Millard, Omaha, NE",
53073000901,"Puget, Bellingham, WA",
25005985500,"North Dartmouth, Dartmouth, MA",
26139025500,"Zeeland, MI",
6037407601,"La Puente, CA",
6037310300,"Burbank, CA",
29189215001,"Maryland Heights, MO",
72087110600,"Campamento Piñones, Loíza, PR",
41051010306,"Troutdale, OR",
6023000400,"Eureka, CA",
34003017300,"Fair Lawn, NJ",
36075020400,"Mexico, NY",
19085290100,"Woodbine, IA",
48113015600,"Grand Prairie, TX",
27151960100,"Murdock, MN",
6037213100,"Central LA, Los Angeles, CA",
37021003202,"Fletcher, NC",
17031070500,"Lincoln Park, Chicago, IL",
6037901210,"Lake Hughes, CA",
1089010901,"Owens Cross Roads, AL",
36059518400,"Syosset, NY",
34003033300,"Maywood, NJ",
8001009607,"Westminster, CO",
1027959000,"Ashland, AL",
53033024300,"Mercer Island, WA",
15003008930,"Mililani Mauka - Launani Valley, Mililani, HI",
34025809400,"Brielle, NJ",
39165032201,"Maineville, OH",
36001014802,"Medusa, NY",
26163573701,"Dearborn, MI",
53077001800,"Grandview, WA",
6081603802,"San Bruno, CA",
39061004605,"Mount Washington, Cincinnati, OH",
48039661200,"Alvin, TX",
24031701210,"Potomac, MD",
24005408505,"Lutherville-Timonium, MD",
11001001402,"Northwest Washington, Washington, DC",
42129803302,"Irwin, PA",
26099255700,"Roseville, MI",
17029000500,"Charleston, IL",
12099005942,"Delray Beach, FL",
27021960802,"Pillager, MN",
25013812103,"Holyoke, MA",
39049006321,"Reedbury, Columbus, OH",
17167000100,"Springfield, IL",
12083000601,"Silver Springs, FL",
6037273502,"Venice, Los Angeles, CA",
6081613700,"Half Moon Bay, CA",
27071790500,"Big Falls, MN",
39035172202,"Mayfield Heights, OH",
45063021205,"Chapin, SC",
25005631500,"Attleboro, MA",
12086000708,"Hialeah, FL",
13113140203,"Tyrone, GA",
16073950101,"Homedale, ID",
4013319300,"Escalante, Tempe, AZ",
26025003000,"Homer, MI",
6037401101,"Glendora, CA",
36029009008,"Buffalo, NY",
29189219200,"Webster Park, Webster Groves, MO",
17141961400,"Oregon, IL",
72081958400," County, PR",
12105012203,"Lakeland, FL",
41005022603,"Caufield, Oregon City, OR",
55029100900,"Sturgeon Bay, WI",
42079216600,"Drums, PA",
20059954100,"Ottawa, KS",
26061000200,"Laurium, Calumet Township, MI",
39057210200,"Beavercreek, OH",
47167040200,"Gilt Edge, TN",
47107970101,"Niota, TN",
54043955600,"Branchland, WV",
31149975000,,
39135450100,"Eaton, OH",
20091052004,"Meyers Estates, Shawnee, KS",
55069960300,"Tomahawk, WI",
18111100600,"Brook, IN",
25005630300,"North Attleborough, MA",
45043920501,"Murrells Inlet, SC",
53011040504,"Battle Ground, WA",
36039080502,"Cairo, NY",
18095011200,"Anderson, IN",
4013116711,"Ahwatukee, Phoenix, AZ",
6059032049,"Rancho Santa Margarita, CA",
1009050300,"Altoona, AL",
36029010600,"Cheektowaga, NY",
34023009400,"East Brunswick, NJ",
36029009112,"Buffalo, NY",
36003950800,"Alfred Station, NY",
13077170503,"Senoia, GA",
39169002400,"Creston, OH",
9007570100,"Cromwell, CT",
6085509105,"Mountain View, CA",
15003001500,"Kaimuki, Honolulu, HI",
6065044103,"Banning, CA",
16087970300,"Weiser, ID",
13117130404,"Cumming, GA",
4015952003,"Fort Mohave, AZ",
36047055500,"Kings County, NY",
39049007201,"Westerville, OH",
17001000600,"Quincy, IL",
27123030201,"Como, Saint Paul, MN",
54019020300,"Oak Hill, WV",
6073020307,"Vineyard, Escondido, CA",
26021001100,"Saint Joseph, MI",
42011011102,"Wyomissing, PA",
18037953600,"Celestine, IN",
12127082508,"Seminole Woods, Port Orange, FL",
34013020000,"Essex County, NJ",
6085512510,"Gilroy, CA",
25021418200,"Quincy, MA",
53039950300,"White Salmon, WA",
8059010206,"Club Crest, Arvada, CO",
12011031204,"Pompano Beach, FL",
29095015500,"Northeast Kansas City, Kansas City, MO",
31021963200,"Oakland, NE",
18141012400,"Bremen, IN",
31055002400,"Deer Park, Omaha, NE",
42011010902,"Sinking Spring, PA",
19153010804,"Pleasant Hill, IA",
42029303902,"West Chester, PA",
55127001602,"Lake Geneva, WI",
53003960300,"Clarkston, WA",
6059042313,"Dana Point, CA",
6095252105,"Benicia, CA",
17031050300,"North Center, Chicago, IL",
42071011703,"Lancaster, PA",
37031970701,"Newport, NC",
6059062639,"Aliso Viejo, CA",
5143010402,"Springdale, AR",
25017363104,"Acton, MA",
36061007900,"Lower Manhattan, New York, NY",
55009001400,"Green Bay, WI",
42019912002,"Cranberry Township, PA",
39133601801,"Ravenna, OH",
37071030204,"Mount Holly, NC",
6081609400,"San Carlos, CA",
6065042745,"Hemet, CA",
55063010700,"La Crosse, WI",
12057013413,"Riverglen of Brandon, Riverview, FL",
17043841307,"Carol Stream, IL",
42101031600,"Northeast Philadelphia, Philadelphia, PA",
18097381204,"Perry Township, Indianapolis, IN",
47065010104,"Birchwood, TN",
12071050308,"Bonita Springs, FL",
49035112608,"Sandy, UT",
9005362102,"Woodbury, CT",
41039001500,"Oakridge, OR",
51197050402,"Max Meadows, VA",
42129804701,"Greensburg, PA",
24027605104,"Clarksville, MD",
8041000102,"East Colorado Springs, Colorado Springs, CO",
26001970600,"Greenbush, MI",
26099261900,"Warren, MI",
48439113803,"Watauga, TX",
42003240600,"Troy Hill, Pittsburgh, PA",
48209010901,"Buda, TX",
48029182105,"Far West Side, San Antonio, TX",
17167003203,"Chatham, IL",
42013010101,"Tyrone, PA",
48157675400,"Rosenberg, TX",
72003430502,"Aguada, PR",
15003000107,"Hawaii Kai, Honolulu, HI",
35001004728,"La Luz Del Sol, Albuquerque, NM",
48157674501,"Missouri City, TX",
72029100800,"Juncos, PR",
46005956800,"Huron, SD",
6079010300,"Paso Robles, CA",
24041960201,"Easton, MD",
26143971100,"Roscommon County, MI",
21211040501,"Finchville, KY",
6029004701,"McFarland, CA",
8001008402,"Strasburg, CO",
55133204400,"The Buzzard Point, Oconomowoc, WI",
25005650201,"New Bedford, MA",
51153901510,"Haymarket, VA",
27003050111,"East Bethel, MN",
15003011500,"Kapolei, HI",
33007951000,"Jefferson, NH",
6071010017,"Hesperia, CA",
8013012905,"Lafayette, CO",
53033009200,"Downtown, Seattle, WA",
12009065231,"Malabar, FL",
17195001700,"Rock Falls, IL",
8031004505,"West, Denver, CO",
